Song,Film/Album,Artists
Sabse Badi Daulat Hai Hamari,Meri Mohabbat Mera Naseeba,Kumar Sanu
Tara Chamakta Tara,Meri Taaqat,"Kumar Sanu, Sunitha"
Ek Baat Bataon,Milan,"Kumar Sanu, Sadhana Sargam"
Ladki Jo Aaye Bazaar Mein,Milan,Kumar Sanu
Rim Jhim Rim Jhim,Military Raaj,"Kumar Sanu, Poornima"
Mere Dil Mein Rehte Ho,Miss 420,Kumar Sanu
Mehfil Ho Dil Walon Ki,Mohabat Ka Paigham,"Kumar Sanu, Sudesh Bhosle, Johny Whisky"
Dil Leke Haatho Mein,Mohabbat Aur Jung,"Kumar Sanu, Alka Yagnik, Kavita Krishnamurthy"
Humko Tu Pyar Huwe,Mohabbat Aur Jung,Kumar Sanu
Ae Kaash Kahin Aisa Hota,Mohra,Kumar Sanu
Dil Har Koi,Mohra,"Kumar Sanu, Alka Yagnik"
Jiya I Want To Love You,Mother,"Kumar Sanu, Anuradha Paudwal"
Azaad Aaya Re,Mr. Azaad,Kumar Sanu
Diya Diya Dil Diya,Mr. Azaad,Kumar Sanu
Garmi Lage Garmi,Mr. Azaad,"Kumar Sanu, Alka Yagnik, Kavita Krishnamurthy, Sapna Awasthi"
Gilli Bina Aise Danda,Mr. Azaad,Kumar Sanu
Main Teri Chanchal Titli,Mr. Azaad,Kumar Sanu
Tu Jhumta Hua Sawan,Mr. Azaad,Kumar Sanu
Jaanam Meri Jaanam,Mr. Bechara,Kumar Sanu
Saathi Mere Sun To Zara,Mr. Bechara,"Kumar Sanu, Alka Yagnik"
Jab Naukri Milegi,Mr. and Mrs. Khiladi,Kumar Sanu
O Mere Sanam,Mridang,"Kumar Sanu, Raina Laheri"
Tum Bin Mann Ki Baat,Mrityudand,"Kumar Sanu, Sadhana Sargam"
Band Hai Darwaja,Mujhe Bhi Ye Duniya Dekhni Hai,Kumar Sanu
Dil Hai Tera Jaan Hai Meri,Muqadar,"Kumar Sanu, Alka Yagnik"
Kitni Mohabbat Hai Tumse,Murder Plan,"Kumar Sanu, Alka Yagnik"
Phir Na Kehna,Musafir,"Kumar Sanu, Sunidhi Chauhan"
Banda Nawaz Izzat Nawaz,Muskurahat,"Kumar Sanu, Sadhana Sargam"
Gun Gun Karta Aaya,Muskurahat,"Kumar Sanu, Sadhana Sargam"
Saanso Mein Teri,My Husband's Wife,"Kumar Sanu, Sadhana Sargam"
Jane Kahan Wo,My Story,Kumar Sanu
Sagar Ke Jaisa Hai Pyar Yeh Tumhara,My Story,"Kumar Sanu, Sadhana Sargam"
Pakdo Pakdo Chorni Ko,Na Jao Humdum,"Kumar Sanu, Kavita Krishnamurthy"
Yeh Bachpan,Naach Govinda Naach,"Kumar Sanu, Sangeet Haldipuri"
Zindagi Mein Jeete Jeete Marna,Naag Mani,"Kumar Sanu, Anuradha Paudwal"
Barsaat Ke Mausam Mein,Naajayaz,Kumar Sanu
Ek Kadam Tera Ek Kadam Mera,Naajayaz,Kumar Sanu
Kya Tum Mujhse Pyar Karte Ho,Naajayaz,Kumar Sanu
Lal Lal Hoton Pe,Naajayaz,"Kumar Sanu, Roop Kumar Rathod, Alka Yagnik"
Us Ladki Pe Dil Aaya Hai,Naam Gum Jaayega,"Kumar Sanu, Anuradha Paudwal"
Kitni Haseen Hai Raat,Naaraaz,Kumar Sanu
Sambhala Hai Maine,Naaraaz,"Kumar Sanu, Udit Narayan"
Tere Bin Main Kuch Bhi Nahin,Naaraaz,Kumar Sanu
Tumhe Hum Kya Samajhte,Naaraaz,Kumar Sanu
Chunri Lehrai Hai,Naari Teri Shakti Anokhi,"Kumar Sanu, Alka Yagnik"
Aayee Hai Naseebon Wali,Nachnewala Gaanewale,Kumar Sanu
Badhaai,Nachnewala Gaanewale,Kumar Sanu
Shagunon Ka Mela,Nachnewala Gaanewale,"Kumar Sanu, Vijay Benedict"
Sau Sau Janmon Wala,Nagin Aur Lootere,"Kumar Sanu, Sadhana Sargam"
Churalenge Hum Sab Ke Samne,Naseeb,Kumar Sanu
Kabhi Jo Bhoolna Chahoon,Naseeb,Kumar Sanu
Shikwa Nahin Kisise,Naseeb,"Kumar Sanu, Alka Yagnik, Anuradha Paudwal"
Pyar Agar Tum Karte Ho,Naya Sawan,"Kumar Sanu, Lata Mangeshkar"
One One De De Chance,Naya Zaher,Kumar Sanu
Dheere Dheere Baat Badi,Nazar Ke Samne,Kumar Sanu
Dil Dhadke Kuchh Kah Nahin,Nazar Ke Samne,"Kumar Sanu, Sadhna Sargam"
Yeh Chand Kahin,Nazarr,"Kumar Sanu, Alka Yagnik"
Main Hoon Needer,Needar the Fearless,Kumar Sanu
Tum Saath Hamre Ho,Nidaan,"Kumar Sanu, Rinko Banerjee"
Dil Mera Ghar Hai Aapka,Nirnayak,"Kumar Sanu, Alka Yagnik"
Teri Hansi Ne Kuch,Nirnayak,Kumar Sanu
Pyar Hi Pyar Hai,Nishana,Kumar Sanu
Samane Baithi Raho,Nishana,"Kumar Sanu, Alka Yagnik"
Dil Paagal Hai,No Entry,"Kumar Sanu, Alka Yagnik, Kk, Udit Narayan"
Kahan Ho Tum,No Entry,Kumar Sanu
Kaisa Samaa,Officer,"Kumar Sanu, Alka Yagnik, Preeti Uttam"
Phoolon Se Rang,Officer,Kumar Sanu
Meri Chahat Meri Har Khushi,Om,"Kumar Sanu, Alka Yagnik"
Tum Jo Mere Paas Ho,Paagal Kar Diya Toone,"Kumar Sanu, Sadhana Sargam"
Jhoote The Vaade,Paagalpan,"Kumar Sanu, Alka Yagnik"
Kahin Na Kahin Hai,Paagalpan,Kumar Sanu
Aaj Main Ye Izhaar Karoon,Paandav,Kumar Sanu
Kasam Hai Pyar Ki Tumhe,Paandav,Kumar Sanu
Tere Liye Rehta Hai,Paandav,"Kumar Sanu, Alka Yagnik, Kavita Krishnamurthy, Devki Pandit"
Mere Mehboob Meri Jaane Jigar,Paayal,"Kumar Sanu, Sadhana Sargam"
Mere Mehboob Meri Jaane Jigar (Sad),Paayal,Kumar Sanu
Meree Duniya Me Aana,Paayal,"Kumar Sanu, Sadhana Sargam"
Mohabbat Naa Karana,Paayal,"Kumar Sanu, Sadhana Sargam"
Tera Hi Pyaar Iss Dil Mein Rahega,Paayal,"Kumar Sanu, Alka Yagnik"
Kabhi Lage Ke Ye Sara Sach Hai,Panaah,"Kumar Sanu, Alka Yagnik, Sadhana Sargam, Udit Narayan"
Thoda Matke Se Paani Jara De,Panaah,"Kumar Sanu, Sadhana Sargam"
Ha Ha Hum Dulhan Walein,Papa Kehte Hai,Kumar Sanu
Pyar Mein Hota,Papa Kehte Hai,"Kumar Sanu, Alka Yagnik, Kavita Krishnamurthy"
Yeh Jo Thodese Hai Paise,Papa Kehte Hai,Kumar Sanu
Aao Humse Pyar,Papa The Great,Kumar Sanu
Mujhe Tujh Se Kitna Pyar,Papi Gudia,"Kumar Sanu, Alka Yagnik"
Ek Baat Kahoon,Param Vir Chakra,Kumar Sanu
Mere Mehboob Mere Watan,Param Vir Chakra,Kumar Sanu
My First Love,Param Vir Chakra,Kumar Sanu
Sun Aaj Mere,Param Vir Chakra,"Kumar Sanu, Sadhna Sargam, Suresh Wadkar, Mohammed Aziz, Asha Bhosle"
Swarg Mein Milegi,Paramaatma,Kumar Sanu
Tune Mera Dil Chua Dil Chua,Paramaatma,"Kumar Sanu, Alka Yagnik"
Is Duniya Mein,Parasmani,"Kumar Sanu, Kavita Krishnamurti"
Do Dil Mil Rahe Hain,Pardes,Kumar Sanu
Meri Mehbooba,Pardes,"Kumar Sanu, Alka Yagnik"
Pardesi Laut Ke Aana,Pardesi,"Kumar Sanu, Anuradha Paudwal"
Jee Chahata Hai,Parwane,"Kumar Sanu, Kavita Krishnamurthy"
Ye Ladki Badi,Parwane,Kumar Sanu
Aag Lagaake Chale Ho Kahan,Pathreela Raasta,"Kumar Sanu, Alka Yagnik"
Kangna Pehna De Sajan,Pathreela Raasta,Kumar Sanu
Main Hoon Tera Tu Hai Meri,Pathreela Raasta,Kumar Sanu
Pal Hai Khushi,Pehchaan: The Face of Truth,"Kumar Sanu, Mahalakshmi Iyer"
Maine Kahin Na,Pehla Pehla Pyar,"Kumar Sanu, Alka Yagnik, Poornima"
Sari Batein Hoti Hai,Pehla Pehla Pyar,Kumar Sanu
Dil Bhool Nahi Sakta,Pehli Mohabbat,"Kumar Sanu, Kavita Krishnamurthy"
Janewale Sang Tere,Pehli Mohabbat,"Kumar Sanu, Alka Yagnik"
Meri Pehli Mohabbat Ho Tum,Pehli Mohabbat,Kumar Sanu
Meri Saans Saans,Pehli Mohabbat,"Kumar Sanu, Kavita Krishnamurthy"
Dil Ki Betabiyon Ko,Pehli Nazar Ka Pyaar,"Kumar Sanu, Shreya Ghoshal"
Kya Ho Raha Hai,Pehli Nazar Ka Pyaar,"Kumar Sanu, Shreya Ghoshal"
Aane Wala Kal Ek Sapna Hai,Phir Teri Kahani Yaad Aayee,Kumar Sanu
Badlon Mein Chup Raha Hai Chand Kyun,Phir Teri Kahani Yaad Aayee,"Kumar Sanu, Alka Yagnik"
Dil Mein Sanam Ki Soorat,Phir Teri Kahani Yaad Aayee,"Kumar Sanu, Alka Yagnik"
Tere Dar Par Sanam Chale Aaye,Phir Teri Kahani Yaad Aayee,Kumar Sanu
Do Deewane,Phool,Kumar Sanu
Kitna Pyar Karta Hoon,Phool,"Kumar Sanu, Sadhana Sargam"
Chori Chori Dil Tera,Phool Aur Angaar,"Kumar Sanu, Sujata Goswamy"
Hum Teri Mohabbat Mein,Phool Aur Angaar,"Kumar Sanu, Sadhana Sargam"
Dheere Dheere Hausla (Sad),Phool Aur Kaante,"Kumar Sanu, Alka Yagnik"
Dheere Dheere Pyar Ko,Phool Aur Kaante,"Kumar Sanu, Alka Yagnik"
Jise Dekh Mera Dil Dhadka,Phool Aur Kaante,Kumar Sanu
Maine Pyar Tumhi Se Kiya Hai,Phool Aur Kaante,"Kumar Sanu, Anuradha Paudwal"
Pehli Baarish Main Aur Tu,Phool Aur Kaante,"Kumar Sanu, Anuradha Paudwal"
Premi Aashiq Aawaara,Phool Aur Kaante,Kumar Sanu
Tumse Milne Ko Dil Karta Hai,Phool Aur Kaante,"Kumar Sanu, Alka Yagnik"
Chori Chori Jab Yun Ho,Phoolan Hasina Ramkali,Kumar Sanu
Aaja Aaja Na Na,Pitambar,"Kumar Sanu, Sadhana Sargam"
Aaja Sanan Mere Paas,Pitambar,"Kumar Sanu, Dilraj Kaur"
Dil Ne Tujhe Yaad Kiya,Pitambar,"Kumar Sanu, Sadhana Sargam"
Sajana Sajana O Sajana,Pitambar,"Kumar Sanu, Sadhana Sargam"
Hota Hai Hota Hai Pyar Hota Hai,Plan,Kumar Sanu
Kal Raat Se,Plan,"Kumar Sanu, Shreya Ghoshal, Sunidhi Chauhan"
Ek Din Jagda Ek Din Pyar,Platform,"Kumar Sanu, Sadhana Sargam"
Dil Ghabrata Hai (Sad),Police Aur Mujrim,Kumar Sanu
Dil Ghabrata Hai Aankh Bhar Aati Hai,Police Aur Mujrim,Kumar Sanu
Aata Batta,Policewala Gunda,"Kumar Sanu, Reena Roy, Aroon Bakshi, Ila Arun, Lata Mangeshkar"
Dekha Maine Ek Sapna,Policewala Gunda,Kumar Sanu
Ishq Kare Deewana Dil Ko,Policewala Gunda,Kumar Sanu
Are Nachein Aaj To,Prateeksha,Kumar Sanu
Doston Aaj Sur Aur Taal,Prateeksha,"Kumar Sanu, Govinda, Bonny"
Are Hey Ri Chhori Malan Ki,Pratigyabadh,Kumar Sanu
Rama Ho Rama Tere Ishq,Pratigyabadh,"Kumar Sanu, Alka Yagnik"
Ye Dil Mein Rehne Wale,Prem Yog,"Kumar Sanu, Anuradha Paudwal"
Dil Kho Chuke Hole Hole,Prema Sikharam,"Kumar Sanu, Alka Yagnik"
O Preeti,Prema Sikharam,Kumar Sanu
Jis Ghadi Tujhko Mere Rab Ne,Prithvi,"Kumar Sanu, Sujata Trivedi"
Chand Ban Ke Tum Gagan Se,Pyaar Bhara Dil,"Kumar Sanu, Anuradha Paudwal"
Donon Taraf Aag,Pyaar Ishq Aur Mohabbat,Kumar Sanu
Main Bewafa,Pyaar Ishq Aur Mohabbat,"Kumar Sanu, Kavita Krishnamurthy"
Aaja Aaja Aa Bhi Ja,Pyaar Ka Saaya,"Kumar Sanu, Alisha Chinai"
Har Ghadi Mere Pyar Ka Saaya,Pyaar Ka Saaya,"Kumar Sanu, Asha Bhosle"
Har Ghadi Mere Pyar Ka Saaya (Male),Pyaar Ka Saaya,Kumar Sanu
Teri Dosti Se Mila Hai,Pyaar Ka Saaya,"Kumar Sanu, Asha Bhosle"
Tumse Thoda Sa Door,Pyaar Ka Saaya,"Kumar Sanu, Asha Bhosle"
Ek Do Teen Chaar,Pyaar Karne Wale Kabhi Kam Na Honge,"Kumar Sanu, Anuradha Paudwal"
"Odh Li Chunariya,",Pyaar Kiya To Darna Kya,"Kumar Sanu, Alka Yagnik, Kavita Krishnamurthy"
Tum Par Hum Hai Atke,Pyaar Kiya To Darna Kya,Kumar Sanu
Pyaar Koi Khel Nahin,Pyaar Koi Khel Nahin,Kumar Sanu
Pyaar Koi Khel Nahin (Sad),Pyaar Koi Khel Nahin,Kumar Sanu
Jab Kisi Ki Taraf Dil,Pyaar To Hona Hi Tha,Kumar Sanu
Phoolon Ne Kaha,Pyaar Zindagi Hai,Kumar Sanu
Sama Hai Suhana,Pyaar Zindagi Hai,"Kumar Sanu, Kavita Krishnamurthy"
Kya Yehi Pyar Hai,Pyar Deewana Hota Hai,"Kumar Sanu, Alka Yagnik"
Mere Man Ka Masum,Pyar Deewana Hota Hai,Kumar Sanu
Pyar Deewana Hota Hai,Pyar Deewana Hota Hai,Kumar Sanu
Ja Jake Kahan,Pyar Ka Rog,"Kumar Sanu, Alka Yagnik"
Ek Tere Hi Chehre Pe Pyar Aaya,Pyar Pyar,"Kumar Sanu, Anuradha Paudwal"
Paas Mera Ghar Hai,Pyar Pyar,Kumar Sanu
Mujhe Tumse Muhabbat Hai,Qayamat: City Under Threat,Kumar Sanu
Woh Ladki Bohat Yaad,Qayamat: City Under Threat,"Kumar Sanu, Alka Yagnik, Mahalakshmi Iyer"
Woh Ladki Bohat Yaad (Sad),Qayamat: City Under Threat,Kumar Sanu
Koi Tumsa Nahin Hai,Rab Ki Kasam,"Kumar Sanu, Khushboo Jain"
Rooth Jaana,Raftaar: An Obsession,Kumar Sanu
Dil Tera Deewana,Raghuveer,Kumar Sanu
Love Interview,Raghuveer,"Kumar Sanu, Poornima"
Sarkaiye Lo Khatiya,Raja Babu,"Kumar Sanu, Poornima"
Pardesi Pardesi,Raja Hindustani,"Kumar Sanu, Alka Yagnik, Alisha Chinai, Sapna Mukherjee"
Poocho Zara Poocho,Raja Hindustani,Kumar Sanu
Tere Ishq Mein Nachenge,Raja Hindustani,Kumar Sanu
Aankhe Ladi Tumse,Raja Ki Aayegi Baraat,"Kumar Sanu, Asha Bhosle"
Raja Chalo Akele Mein,Rajaji,Kumar Sanu
Sunday Ki Raat Thi,Rajaji,"Kumar Sanu, Sapna Mukherjee, Alka Yagnik"
Dil Hai Mera Deewana,Raju Ban Gaya Gentleman,Kumar Sanu
Kehti Hai Dil Ki Lagi,Raju Ban Gaya Gentleman,"Kumar Sanu, Alka Yagnik"
Kya Hua,Raju Ban Gaya Gentleman,"Kumar Sanu, Alka Yagnik, Jolly Mukherjee"
Raju Ban Gaya Gentleman,Raju Ban Gaya Gentleman,"Kumar Sanu, Sudesh Bhonsle, Sadhana Sargam, Jolly Mukherjee"
Seene Mein Dil Hai,Raju Ban Gaya Gentleman,"Kumar Sanu, Alka Yagnik"
Tham Tham Tham,Raju Ban Gaya Gentleman,"Kumar Sanu, Alka Yagnik"
Tu Mere Saath Saath,Raju Ban Gaya Gentleman,"Kumar Sanu, Alka Yagnik"
Ye Vaada Hai,Raju Chacha,Kumar Sanu
Kuchi Kuchi,Rakshak,"Kumar Sanu, Alka Yagnik"
Ajab Ho Tum,Ram Aur Shyam,Kumar Sanu
Ek Nazar Dekha Tujhe,Ram Aur Shyam,Kumar Sanu
Pyar Kis Se Karen,Ram Aur Shyam,"Kumar Sanu, Alka Yagnik"
O Main Tera Tum Mere,Ram Shastra,"Kumar Sanu, Alka Yagnik"
Launda Ab Hero Hai,Rambhajjan Zindabaad,Kumar Sanu
Dosti Dosti Teri Meri,Ramgarh Ke Sholay,"Kumar Sanu, Mohammed Aziz"
Dosti Dosti Teri Meri (Sad),Ramgarh Ke Sholay,Kumar Sanu
Hum Nahin To Tum Nahin,Ramgarh Ke Sholay,"Kumar Sanu, Alka Yagnik"
Rapat Rola Mat Karo,Ramgarh Ke Sholay,"Kumar Sanu, Kavita Krishnamurthy"
Teri Zulfein Shaam Si Roshan,Ramgarh Ke Sholay,"Kumar Sanu, Kavita Krishnamurthy"
Gul Kahoon Ya Gulbadan,Ramnagar UP 65,"Kumar Sanu, Sadhana Sargam"
Dil Cheer Ke Dekh,Rang,Kumar Sanu
Mere Pyar Ka Hisab,Rang,Kumar Sanu
Teri Mohabbat Ne,Rang,"Kumar Sanu, Alka Yagnik"
Tujhe Na Dekhoon,Rang,"Kumar Sanu, Alka Yagnik"
Tumhein Dekhen Meri Aankhein,Rang,"Kumar Sanu, Alka Yagnik"
Sawan Ki Raat Suhani,Rangbaaz,"Kumar Sanu, Poornima"
Dil Ki Dhadkan Mein Hai Tu,Rani Aur Maharaani,"Kumar Sanu, Anuradha Poudwal"
Aaina Aaina Dil Ko,Ravan Raaj,"Kumar Sanu, Sadhana Sargam, Jayshree Shivram"
O Sanam O Sanam,Ravan Raaj,Kumar Sanu
Parayi Nahin Pariyan Hoti Hain,Real Champion,Kumar Sanu
Aaj Ka Din,Return of Jewel Thief,"Kumar Sanu, Abhijeet, Mohammed Aziz, Bali Brahmbhatt, Alka Yagnik, Vijeta Pandit"
Jug Magati Hai,Return of Jewel Thief,Kumar Sanu
Liya Liya Re,Rock Dancer,"Kumar Sanu, Usha Uthup, Sharon Prabhakar"
One Two Cha Cha Cha,Rock Dancer,Kumar Sanu
Chanda Ki Chandni,Roshni,"Kumar Sanu, Alka Yagnik"
Jaanu O Meri Jaanu,Roshni,Kumar Sanu
Maine Toh Aaj Yeh,Roshni,Kumar Sanu
Zindagi Ke Suhane Haseen Mod Par,Roshni,Kumar Sanu
Chamak Challo Chel Chabeli,Rowdy Rathore,"Kumar Sanu, Shreya Ghoshal"
Bade Nazuk Daur Se,Run,Kumar Sanu
Tere Aane Se,Run,"Kumar Sanu, Alka Yagnik"
Jiye To Jiye Kaise,Saajan,"Kumar Sanu, Anuradha Paudwal, S. P. Balasubrahmanyam"
Mera Dil Bhi Kitna Pagal Hai,Saajan,"Kumar Sanu, Alka Yagnik"
Bye Bye Miss Goodnight,Saajan Chale Sasural,Kumar Sanu
Chahat Se Hai Begani,Saajan Chale Sasural,Kumar Sanu
Dil Jaan Jigar Tujh Pe Nisaar,Saajan Chale Sasural,"Kumar Sanu, Alka Yagnik"
Tum Toh Dhokebaaj Ho,Saajan Chale Sasural,Kumar Sanu
Apni Bhi Zindagi Mein,Saajan Ka Ghar,"Kumar Sanu, Sadhana Sargam, Alka Yagnik"
Main Karti Hoon Tujhe Pyar,Saajan Ka Ghar,Kumar Sanu
Nazar Jeedhar Jeedhar Jaye,Saajan Ka Ghar,Kumar Sanu
Sawan Aaya Badal Chhaye,Saajan Ka Ghar,Kumar Sanu
Aap Ke Karieb Hum Rehte,Saajan Ki Baahon Mein,Kumar Sanu
Kitna Sukun Kitna Aaram,Saajan Ki Baahon Mein,Kumar Sanu
Koi Kya Pehchane,Saajan Ki Baahon Mein,"Kumar Sanu, Asha Bhosle, Sadhana Sargam"
Pilaya Hai,Saajan Ki Baahon Mein,Kumar Sanu
Purab Se Chali,Saajan Ki Baahon Mein,Kumar Sanu
Saachi Kaho Hum Se,Saajan Ki Baahon Mein,Kumar Sanu
Saachi Kaho Hum Se (Sad),Saajan Ki Baahon Mein,Kumar Sanu
Aisa Bhi Dekho,Saathi,"Kumar Sanu, Anwar"
Mohabbat Ko Duniya,Saathi,"Kumar Sanu, Debashish Dasgupta"
Yaarana Yaar Ka,Saathi,"Kumar Sanu, Vipin Sachdeva"
Zindagi Ki Talaash Mein,Saathi,Kumar Sanu
Tumko Ham Iss Kadar,Saathi: The Companion,Kumar Sanu
Yeh Chehara Yeh Rangat,Saathi: The Companion,"Kumar Sanu, Shreya Ghoshal"
Zindagi Bin Pyar Ke,Saazish,Kumar Sanu
Bholi Bhali Ladki,Sabse Bada Khiladi,"Kumar Sanu, Alka Yagnik"
Mukala Muqabla Hoga,Sabse Bada Khiladi,Kumar Sanu
Sabse Bada Khiladi,Sabse Bada Khiladi,Kumar Sanu
Zahar Hai Ke Pyar Hai,Sabse Bada Khiladi,Kumar Sanu
Jab Jab Pyar Pe Pehra,Sadak,"Kumar Sanu, Anuradha Paudwal"
Mohabbat Ki Hai Tumhare Liye,Sadak,"Kumar Sanu, Anuradha Paudwal"
Rehne Ko Ghar Nahi,Sadak,"Kumar Sanu, Debashish Dasgupta, Junaid Akhtar"
Tak Dhin Dhin Tak,Sadak,"Kumar Sanu, Babla Mehta, Anuradha Paudwal"
Tumhein Apna Banane Ki Kasam,Sadak,"Kumar Sanu, Anuradha Paudwal"
Tumhein Apna Banane Ki Kasam (Male),Sadak,Kumar Sanu
Koo Koo Dil Yeh Bole,Safari,Kumar Sanu
Tumse Mohabbat,Safari,"Kumar Sanu, Kavita Krishnamurthy, Sadhna Sargam"
Babul Ka Ghar,Sainik,"Kumar Sanu, Alka Yagnik"
Jaam Woh Hai,Sainik,Kumar Sanu
Kitni Hasrat Hai Hamein,Sainik,"Kumar Sanu, Sadhana Sargam"
Meri Wafayen Yaad Karoge,Sainik,"Kumar Sanu, Asha Bhosle"
Dil Mera Le Gayi,Salaakhen,"Kumar Sanu, Alka Yagnik"
Bas Ek Tamanna Hai,Salaami,Kumar Sanu
Chehra Kya Dekhte Ho,Salaami,"Kumar Sanu, Alka Yagnik, Asha Bhosle, Kavita Krishnamurthy"
Mere Mehboob Ki Yahin Pehchan Hai,Salaami,Kumar Sanu
Mile Tumse Bichadke Hum,Salaami,Kumar Sanu
Tumhein Chede Hawaa Chanchal,Salaami,Kumar Sanu
Bekali Bekhudi,Salma Pe Dil Aa Gaya,Kumar Sanu
Mere Paaon Main,Salma Pe Dil Aa Gaya,Kumar Sanu
Phool Main Bhejoon,Salma Pe Dil Aa Gaya,"Kumar Sanu, Lata Mangeshkar, Alka Yagnik"
Ankhon Mein Neende Na Dil,Sanam,"Kumar Sanu, Alka Yagnik, Sadhana Sargam"
Ishq Mein Mere Rabba,Sanam,Kumar Sanu
Kal Tak Jo Maine Na,Sanam,Kumar Sanu
Aaj Mere Paas Rehna,Sanam Tere Hain Hum,"Kumar Sanu, Anupama Deshpande"
Ek Baar Ek Baar Pyaar Se,Sanam Teri Kasam,Kumar Sanu
Itna Bhi Na Chaho Mujhe,Sanam Teri Kasam,"Kumar Sanu, Alka Yagnik, Pankaj Udhas, Sunanda, Poornima"
Main Dil Ki Dil Mein,Sanam Teri Kasam,Kumar Sanu
Main Pyar Tumse,Sanam Teri Kasam,Kumar Sanu
Sanam Yeh Pyaar Hi To Hai,Sanam Teri Kasam,Kumar Sanu
Tum Gwahi Do,Sanam Teri Kasam,Kumar Sanu
Naraz Savera Hai,Sangharsh,Kumar Sanu
Nazdeek Savera Hai,Sangharsh,Kumar Sanu
Beshak Tum Meri Mohabbat Ho,Sangram,Kumar Sanu
Bheegi Huyee Hain Raat,Sangram,"Kumar Sanu, Kavita Krishnamurthy"
Dil Mein Mohabbat Hain,Sangram,"Kumar Sanu, P. Sunanda, Alka Yagnik"
Jeetega Wohi Jisme Hai Dam,Sangram,Kumar Sanu
Sajana Ban Ke Phiru,Sangram,Kumar Sanu
Hum Aur Tum,Sanjay,"Kumar Sanu, Kavita Krishnamurthy"
Tum Ko Hain Kasam,Sanjay,Kumar Sanu
Kaanton Ko Na Samjho,Santaan,Kumar Sanu
Zubaan Zubaan Pe Hogi,Santaan,"Kumar Sanu, Alka Yagnik"
Aa Raha Hai Maza,Sapne Sajan Ke,"Kumar Sanu, Alka Yagnik"
Sapne Sajan Ke,Sapne Sajan Ke,"Kumar Sanu, Alka Yagnik"
Shikwa Karoon Ya Shikayat Karoon,Sapne Sajan Ke,"Kumar Sanu, Alka Yagnik"
Yeh Dua Hai Meri,Sapne Sajan Ke,"Kumar Sanu, Alka Yagnik"
Kajal Kajal,Sapoot,Kumar Sanu
Tera Yeh Dekh Ke Chehra,Sapoot,"Kumar Sanu, Sadhana Sargam"
Aap Ka Pyaar Sar Aankhon Par,Sar Ankhon Par,"Kumar Sanu, Alka Yagnik, Kavita Krishnamurti"
Badi Joro Ka,Sar Ankhon Par,Kumar Sanu
Tere Thanda Paani,Sar Ankhon Par,Kumar Sanu
Zamana Ruke Par,Sar Ankhon Par,Kumar Sanu
Zindagi Hai Kahan,Sar Ankhon Par,Kumar Sanu
Deewana Deewana,Sar Utha Ke Jiyo,"Kumar Sanu, Sadhana Sargam"
Jo Haal Dil Ka,Sarfarosh,"Kumar Sanu, Alka Yagnik"
Aapko Dekh Kar Chha Gaya Kya Suroor,Sarhad: The Border of Crime,"Kumar Sanu, Alka Yagnik, Sadhana Sargam"
Suno Yaar Mere,Sarhad: The Border of Crime,Kumar Sanu
Suno Yaar Mere (Male),Sarhad: The Border of Crime,Kumar Sanu
Hai Deshi Dhun Videshi Taal,Sau Crore,"Kumar Sanu, Kavita Krishnamurthy"
Deewana Toh Kah Diya,Sauda,Kumar Sanu
Behna Ri Pyari Pyari,Sautela,"Kumar Sanu, Kavita Krishnamurthy, Anuradha Paudwal"
Haule Haule Pyar Karo Na,Sautela,Kumar Sanu
Na Honge Hum Juda,Sautela,Kumar Sanu
Lo Shuru Ab,Shabd,"Kumar Sanu, Sunidhi Chauhan"
Pandit Ji Mera Hath,Shaheed Chandra Shekhar Azaad,"Kumar Sanu, Indra Naik"
Mitwa Re,Sham Ghansham,"Kumar Sanu, Alka Yagnik"
Wade Na Ho Kasme Na Ho,Shastra,"Kumar Sanu, Vijeta Pandit"
Dil Pe Tere Pyar,Shatranj,"Kumar Sanu, Sadhana Sargam"
Koi Nahin,Shatranj,"Kumar Sanu, Jolly Mukherjee"
Aao Jannat Mein,Sheen,Kumar Sanu
Tum Dua Karo,Sheen,"Kumar Sanu, Niraj Pandit"
Akhiyan Charne Wali,Sher Khan,Kumar Sanu
Bheja Hai Ek Gulaab,Shikari,Kumar Sanu
Bohot Khoobsurat Gazal,Shikari,"Kumar Sanu, Asha Bhosle"
Aah Ye Haseen Raat,Shiv Ram,"Kumar Sanu, Anuradha Paudwal"
Aaj Kal Lagta Nahin Dil,Shohrat,"Kumar Sanu, Sadhana Sargam"
Gairon Se Baat Kar Ke,Shohrat,Kumar Sanu
Aasman Tak Jaa Pahuchengi,Shreemaan Aashique,"Kumar Sanu, Alka Yagnik, Sadhana Sargam"
Chum Loon Honth Tere,Shreemaan Aashique,Kumar Sanu
Dekha Jabse Tujhe,Shreemaan Aashique,Kumar Sanu
Dil Ai Dil,Shukriya: Till Death Do Us Apart,Kumar Sanu
Maine Poochha Kudrat Se,Shukriya: Till Death Do Us Apart,"Kumar Sanu, Anuradha Paudwal"
Apni Yaari Apna Pyar,Sikandar Sadak Ka,"Kumar Sanu, Poornima"
Kudi Kudi Re,Sikandar Sadak Ka,Kumar Sanu
Yeh Dil Deewana,Silsila Hai Pyar Ka,"Kumar Sanu, Anuradha Paudwal, Alka Yagnik"
Yeh Silsila Hai Pyar Ka,Silsila Hai Pyar Ka,Kumar Sanu
